Review	Spam
The squeem waist cincher: The squeem waist cincher was GREAT for about three weeks it does exsactly what it says until the wire that supports the squeem started to come out and the other wire broke on the other side and the squeem started To crease in the waist and stretch out turning it into the scream ! i would say if you get this product it's best to buy two of them so you could switch off and it wouldn't damage as fast but for the three weeks that I had it I was very happy I am going to buy it again but this time I'll get two of them	0
"Molly Myers: Molly Myers, in her review of ""My Name is Rachel Corrie,"" describes the ISM as ""an organization dedicated to non-violence."" This is radical left-wing propaganda: ISM offices have regularly been used to hide terrorists and their weapons, ISM ""pacifists"" regularly throw rocks at IDF soldiers, and they're perfectly willing to use violence in order to sabotage the wall intended to keep ""innocent Palestinians"" from murdering Israelis.So please disregard Molly's reviews; they are biased in the extreme."	0
Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx	1
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout	1
You can donate �2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. �2.50 will be added to your next bill	1
Great!: I enjoyed this waist cincher! it corrects my posture, and makes me look slimmer!However, I think it stretched out a bit... Or I lost some inches!	0
What more do I need?: Price and function are two of the main reasons I now own this camcorder. I have webtv so I can capture all of the stills I need and do it quite easily and without software and a computer.Keep it simple stan is definitly my mantra and this camcorder helps me do just that. More functions and options would just go to waste and be confusing.It is light and ergonomic and I got a free tripod and camera bag with mine at circuit city. I wouldn't buy electronics on line again (been there done that). A longer battery life would be all I would ask for .	0
Hours of Fun for my 4 and 6 year olds: We purchased this game a year ago and my girls still love to play it. Lot's of activities, they love to decorate the floats and watch the parade.	0
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468	1
Loved it! (P.S. Stephen Colletti is so hot!): I initially bought the movie just because Stephen Colletti (who I'm in love with) was one of the leads...and I really didn't expect much from what looks to be a low-budget indie horror flick. But, I really did like it! The lead girl who plays Jennifer (Nikki DeLoach) is really good. I can't believe I've never seen her in anything before? Maybe I have, but I didn't know!?! It was cool to see the guy from Weekend at Bernie's (Terry Kiser)...he is a really good actor. Too bad he was dead the whole time in both movies I saw him in, lol. Anyways, this was a cool movie and I'm glad I got it!	0
"Not really what I wanted: For anybody who's looking for the 1978 movie with Lauren Bacall - this is not it ! Actually it's a 12 minute CBS music video by a group called ""Perfect Gentleman"" with 2 titles on it: ""Ooh la la"" and ""One more Chance"". This is not a rating of this video (I didn't bother watching it) but just of the fact that there's absolutely no information in the Amazon product details which could have told me this wasn't the feature film I was looking for before I ordered it. That's even more a pity as it was the fastest delivery I ever got from the US to Europe by Mail - a very short-lived joy."	0
"a brilliant, well-written economics primer: Hazlitt presents a clear, concise lesson on basic economics. His message is well-articulated and well-supported. This is a must read for every person who has ever worked or voted (or is planning to do either) because it discusses the essentials in both economic theory and the politics that put the theory into practice.Unfortunately, there are some erroneous ideas in this book. Hazlitt occasionally makes claims or implies that the government should make some interventions into the economy; he also seems to think that capitalism's merit lies in its service to the ""common good."" However, these fallacies are rare, and they do not significantly detract from the book.For a great back-to-back lesson in economics and its moral base, read this book followed by CAPITALISM: THE UNKNOWN IDEAL by Ayn Rand."	0
Has NO value!: If your studying herbs or medicinal plants this book should NOT be on your list of books to own. IT IS WORTHLESS! It is a Pagan Religion Book. Plain and simple! In my opinion it is for the study of WITCHCRAFT and the like.	0
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm	1
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or �5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm	1
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	1
You have 1 new message. Please call 08718738034.	1
WHAT A WASTE OF MONEY! BARBIE HAS SUNK TO NEW LOWS: This is the WORST CD-ROM game I have ever seen! My 7-year-old daughter longed for this game all Christmas season and she is bored out of her mind with it after one hour. It is slow, skippy, etc. running on a new computer! Don't waste your money like we did, skip right over this dud.	0
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY	1
Another one done!!!: Very very good!!....I can usually figure out who did it, not this time. so many complicated twists and turns. Great read!!!	0
"Formula Writing: I have been a Higgins fan for many years, and have read and collected almost all of the books he has written. Some were great and full of suspense. But the last three he has written, including this one, ""Edge of Danger"", are very disappointing. He has resorted to producing 2 books a year, based on the formula of a superficial story line with no depth, predictable characters, and it seems that he now writes just to capitalize on his prior reputation as a good suspense writer.Count the number of Marlboros smoked, the amount of Bushmills and champagne drank, (and in the midst he changes his champagne brand which makes one wonder whether he has received a better commission from one favorite to another), and you find a shallow book. I would save my money on this one, and buy it only if you collect Higgins First Editions, hoping to capitalize someday on the commercial side of selling all Higgins books to a collector."	0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906	1
A great alternative perspective: Particularly appropriate for these times (even many decades after it was written), Hazlitt's Economics in One Lesson offers an alternative to the traditional Keynesian economic theory of the 20th Century. This book is a fairly easy read for non-economists and, though a bit repetitive towards the end, quite enlightening. I'd recommend this book strongly for any student of macro economics or anyone curious in what is happening to the global economy.	0
UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available	1
1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!	1
Excellent Soundtrack: I truly like this soundtrack and I enjoy video game music. I have played this game and most of the music on here I enjoy and it's truly relaxing and peaceful.On disk one. my favorites are Scars Of Time, Between Life and Death, Forest Of Illusion, Fortress of Ancient Dragons, Lost Fragment, and Drowned Valley.Disk Two: The Draggons, Galdorb - Home, Chronomantique, Prisoners of Fate, Gale, and my girlfriend likes ZelbessDisk Three: The best of the three. Garden Of God, Chronopolis, Fates, Jellyfish sea, Burning Orphange, Dragon's Prayer, Tower Of Stars, Dragon God, and Radical Dreamers - Unstealable Jewel.Overall, this is a excellent soundtrack and should be brought by those that like video game music.Xander Cross	0
MORE THAN LETTERS...: I admit that I bought this album for the title track alone. After all, had that been the only good track on this CD I still would have felt that it was worth my money.But the title track is just the beginning for this fine country offering by John Michael Montgomery. I found myself listening to and enjoying every track on LETTERS FROM HOME. Montgomery's smoother-than-silk voice is one of the finest in country music today and his straight-forward approach to his music comes through in every note. You won't want to miss this one.THE HORSEMAN	0
A Piece of Crap!: Noisy, crude five point vibration pad.NOT! a massager, a vibration pad!We purchased three of these and we sent back three of these!Worthless, no, worse than worthless!	0
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 �3/wk 087016248	1
YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+	1
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705	1
RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50	1
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg	1
"Obviously, not Adam Sandler's best: An acceptable movie, with some good moments by Adam Sandler, and some of the other new American comedy guys; but very far from his really ""funny people"" involved movies, like ""ANGER MANAGEMENT"" (with Jack Nicholson) or the hilarious ""LITTLE NICKY""."	0
Solid Addition to the Series: Like the ones before, this book is a solid forensic and police procedural. A death row inmate is executed and his fingerprint later shows up in a current crime scene. How could that have happened? I particularly enjoyed seeing Kay's niece, Lucy, again, as she is 17 now and her own person, no longer a child. Lucy's computer skills continue to amaze. I look forward to reading the next in the series!(Note: There is a continuing bad guy introduced in this book who appears in the next two installments as well. I'd recommend reading this book before The Body Farm and From Potter's Field)	0
Couldn't finish it: I really like Christine Feehan. This book was very dissapointing. The plot had promise. Nicoletta was a sweet heroine. The prose were good, and the medival Italy setting was an interesting change of pace. However, the plot flows like molasses in January. I managed to get half way through before I through the book down and went back to the 'Dark' series.	0
"Long torso but great product: Received this product in the mail and have worn it a few times. It's fairly comfortable for a bustier/corset style waist cincher. The boning is very supportive and higher quality then a bridal style corsette (most of those are cheap and just to get things to lay down more smoothly). I'm pleased with the product. One thing I will say on the negative side is that I'm rather short. These are more of a one-size fits all from what I understand and mine is a bit long in the torso since I'm 5'1"". Not an issue, it's meant that way so that it will cover under the chest down to about the belt so you dont have any random tire hanging over your pants, but I'm already fairly thin and this just causing the top wires to rub under my bra or jeans. Not the best for sitting, whereas a custom corset or one with a smaller torso likely wouldn't do that. The cloth is fairly comfortable and does as promised."	0
2 Humans and 3 vampires after a vampire slayer: I just loved Daughters of Darkness!! I must of read it about 50 times, really! It's such a good story line you just have to read it tunes of times! But it didn't really explain how Jeramey got there. How would he how where they were going?	0
One of her best in the Night World series!: Out of all L.J.Smiths works this is one of my most highly recommended. If you have read any other books in the Night World series you will have recognized Ash(one of the main characters), who seems to pop up in many scenes. The heroine Mary Lynette is also one of my favorite characters. During the entire novel she dosn't appear as shaken as most would after learning of the Night World,finding her soulmate vampire and befriending 3 rogue vampires. Even if this series is unrealistic what better kind of book to lose yourself in. I find the whole concept of the Night World,wild powers and soulmates fascinating,this book is worth it.	0
Stuning even for the non-gamer: This sound track was beautiful! It paints the senery in your mind so well I would recomend it even to people who hate vid. game music! I have played the game Chrono Cross but out of all of the games I have ever played it has the best music! It backs away from crude keyboarding and takes a fresher step with grate guitars and soulful orchestras. It would impress anyone who cares to listen! ^_^	0
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone	1
"Extremely Disappointed with this video: I never write reviews but I just felt compelled after I saw this video. It's 70% listening to parents and kids think about Thomas and maybe 30% Thomas related. What is worse is that you have to fast forward through a bunch of the rambling in order to see what amounts to a 5 minute story. And, there is only one song in the ""Sing A Long"". I really liked Thomas stories after watching them on PBS with my daughter. Next time, I will try to find those stories on video. They actually last about 15 minutes and do not involve mindless prattle from people I don't know."	0
Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2	1
Ten gold bananas for Gorilla: Ten gold bananas, two thumbs up and hurrah for Gorilla! What a wonderful book. It was a pleasure to read! If you just want to get comfortable and enjoy a book-this is the one I would suggest.	0
WINNER! As a valued network customer you hvae been selected to receive a �900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM	1
wrong item: I was going to get a book with a ISN number of 0072316373...But today, I got one with 0070412901...So I need you send my money beac to my account, and give me a well reason why you let the seller mail me a totally different book again, It is the second time I get an item with wrong number	0
Not Patterns - but Detailed Sketches: Although I was excited to purchase this book, my excitement didn't last when I looked at the sketches / pictures in the book. I call them pictures because that is what they truly are, not actual patterns. Norma Gregory's talent shows up well in her designs but due to their complicated rendering they are very difficult to transfer.This book is not for beginners - but more seasoned artisans.If you are looking for patterns, like I was, you will be disappointed in this book.	0
Moron: How can anybody even smile with the kind of garbage Adam Sandler ALWAYS performs?This guy is just a moronic retard.DO NOT WASTE YOUR MONEY ON HIM.	0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04	1
A museum exhibit inside a book: This book was in my library's Genealogy section, and you're not allowed to take Genealogy books out of the library. But I liked it enough to sit in the library and read it, in two sittings.This a quick read, because it has loads of pictures: photos of the ghetto and its inhabitants, and also pictures of artifacts such as ration cards, work certificates, yellow stars, etc. It's more like a museum exhibit than a simple book. Because of the format I think young people would be able to get something out of the book too, although it is clearly written for adults. Certainly it probably has the most information on the Kovno/Kaunas ghetto all in one place.Both researchers and the ordinary person interested in the Holocaust would enjoy this.Bonus: pages from the diary of Ilya Gerber are printed in this book; you can read extracts from the diary in Alexandra Zapruder'sSalvaged Pages: Young Writers' Diaries of the Holocaust.	0
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX	1
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU	1
"Excellent Resource Book: I picked up this version of the herbal Magick books because I wanted to see what mr Beyerl had t offer to this vast and sometimes conflicting magickal practice.After reading through the book and using the index to find what I am nedding I must say where is ""The Master Book Of Herbalism?"" I want it..Mr Beyerl has done tons and tons of research on this material (check out the Bibliography) and it shows. His entries are precise with magical associations, common names, and other names.. It also includes suggestions for use.Not only that but, it takes the time to explaint he various ways to use herbs.This is a wonderfull addition to any occult library.."	0
It Drew Air: This book drew air pretty bad. I have no idea why someone would waste their time writing it. Boy did it draw air. Do not read this book.	0
Cruel and Unusual: Cruel and Unusual is the first Patricia Cornwell book I have got read and I for one loved it and I can't wait the read more of her books my boyfriend told me about Patricia Cornwell books he said I need to read Hornet's Nest and Southern Cross and those will be my next two book I will be reading and I will be reading them on my new IPad I got for Christmas I can't wait keep up the great writing Patricia and thanks to my boyfriend for telling me about this awesome writer.........RKsbabydoll	0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1	1
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX	1
u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020	1
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""	1
squeem: I like it because it came as I was expecting that , and really helped to save money compare to other stores	0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.	1
keeps his attention: My little boy is just getting interested in these blocks. They are too cute! He's learning to manipulate the block in his hands. The little things inside the blocks are adorable. Some spin, some twirl, some rock. A definate upgrade from the standard wooden blocks.	0
Soooooooooooo NOT Funny: This movie was not only NOT funny, but it was excruciatingly boring. I think Adam was channeling the Aristocrats. Whilst Aristocrats was not as funny as it thought itself to be, it was still better than this garbage.	0
Great book: This was a great book,I just could not put it down,and could not read it fast enough. Boy what a book the twist and turns in this just keeps you guessing and wanting to know what is going to happen next. This book makes you fall in love and can heat you up,it can also make you so angery. this book can make you go throu several of your emotions. This is a quick read romance. It is something that you will want to end your day off with if you read at night.	0
Good product: I read the reviews for this product and purchased. I am an Ardyss wearer and after that brand this one is a piece of cake. I purchased a small but need an extra small because I can wear it all day comfortably. For me if I don't feel a slight discomfort in the beginning I don't feel it's working. The thing I like the most about it is that's it's strapless and can be worn with almost any type of top. Body hugging tops excluded, of course. I recommend it if you want to go extra sexy for a night on the town.	0
Too small: Usually a size XS to S but this girdle's small did not fit true to size. Had to return back to Amazon.	0
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!	1
"I'd rate it 0 stars if I could have...: Very few books contain their own review. This one does:""Stone said, 'It really is like a bad movie, Harry.'""'You can bleeding well say that again. . . .'""This book reads like a 7th grade reading-level condensation of an outline of a screenplay: The paragraphs are no more than a few lines long; very few words greater than two syllables are used. No complex thoughts, no character development, no suspense, and little description. Pure formulaic twaddle."	0
The Scarlett Letter: Overall ok. Not much going on here. A lot of internal dialogue, nothing like the movie. I prefer the movie to the book.	0
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"	1
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply	1
08714712388 between 10am-7pm Cost 10p	1
Review: This book was a bit more difficult to follow, in my opinion. I was lost toward the end. But Patrica is an awesome writer! I'm sure the problem was me, not her writing.	0
"Not what it claims to Be: I was actually looking for a book on economics... This book is more of a conservative rant. It's not so much that I disagree with what he says so much as the fact that its all politics and very little economics. Buy this book if you want to hear how much the author thinks liberalism stinks... not if you want ""Economics in one lesson."" I definitely feel like I got tricked into buying it."	0
Wonderful but not worth $80.: These are great blocks but they are definitely not worth the listed $79.99. They can be purchsed for about $20 many other places.	0
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56	1
"Right-libertarian views presented as fact: The problem I have with Hazlitt's economics primer is that much of the information he presents as fact is nothing but right-libertarian ideology.Hazlitt attempts to ""explode liberal myths"" by taking out of context the social advances America has made in the last 70 years. The author believes that unchecked corporate power will liberate the economy and, therefore, humanity.Hazlitt is obviously a corporate apologists who refuses to scrutinize the ""successes"" of liberalized trade policies throughout the world. A look at any number of third world countries will reveal the true outcome of relinquishing government and social controls of the economy."	0
Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk	1
Dark Horses a must have CD: I have had this album on my 'must buy' cd list for some time and I finally got around to making the purchase in 2004. All I can say is that I should have purchased it earlier.A wash of alternative-rock-country-blues etched with dark and somber imagery. However it's not melancholic, just quietly introspective and laid-back.Works very well with a cup of coffee/tea, a newspaper and a lazy Sunday afternoon.	0
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp �1.50/msg	1
Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+	1
YOU HAVE ANOTHER WINNER..... CONGRATULATIONS: CHRISTINE HAS DONE IT AGAIN... THIS BOOK IS AS GOOD AS HER DARK SERIES... WITH JUST ANOUGH SUPERNATURAL ELEMENT - TO SPARK THE INTEREST... OF THOSE PARANORMAL ROMANCE LOVERS. IN HER USUAL STYLE THE CHARACTERS ARE IMMOTIONALY BOUND AND KEEP YOU READING ON AND ON IN ONE SITTING - WITH A CLIMATIC ENDING THIS BOOKS KEEPS YOU QUESSING RIGHT TILL THE END...TRUE GOTHIC WITH CREEPY HOME - WEIRD RELATIVES AND ODD SERVANTS.. I LOVED IT... AND WAS NOT DISAPPOINTED.... CAN'T WAIT FOR THE NEXT GOTHIC - OR ANY OF HER DARK SERIES FOR THAT MATTER.. WELL DONE..	0
"Is this great TV??? You bet it is: Hotel Babylon is not just good TV...it's great TV!!!! The show features some incredible acting from Tamzin Outhwaite (formerly of EastEnders, a BBC soap) and Max Beesley (from the ill-fated movie ""Glitter"" starring Mariah Carey). The show could make for a great drama series, but I felt that it is a mix of a drama, comedy, and soap opera all mixed into a great BBC show. The show aired on BBC America for a while but didn't get around to seeing it. I can now say that I got the DVD set and all the episodes are great. The season finale was an interesting to watch.The show reminds me of Hotel which aired on ABC from 1983 to 1988. The reason...Hotel was set at a fictional San Francisco hotel as Hotel Babylon was set at a luxury five-star hotel in England.I recommend this DVD to anyone who is willing to watch a great show from the BBC."	0
WINNER!! As a valued network customer you have been selected to receivea �900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.	1
"It was ""ok"" but I won't watch it again: I watched this last night. And I don't remember enough of it to give it a indepth review. But it wasn't as bad as people are letting on nor was it as great as people are letting on. If you don't like your killer to be supernatural then don't bother with this. Its about a guy that comes back from the dead. His whole storyline is kinda silly and there are plot holes all over the place. The acting wasn't bad at all, and neither were the deaths. In fact it was kinda gory. But that doesn't make a great movie. The flashbacks were a little confusing as well. I wouldn't watch it again. But its far from the worst movie I've seen."	0
For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.	1
Why does everybody rave when....: This product sucks!It doesn't completely suck... the 2 days I was able to wear it before the boning snapped in half it did compress pretty tight. As many people have noted, it is HELL to get into this the first time.I liked that this wasn't a body suit and the rubber on the outside would keep my shirt from sliding up.BUTThis garment:1) Rides up- if you move a lot it will eventually slide up your waist2) Leaves a huge crease on the skin above your waist-- and it hurts3) Makes you look like a sausage when you sit down: visually divides your belly in half when you sitAs I said I only wore this twice, first time I wore it for about half hour and the second time I had worn it for several hours when the boning snapped in half and was poking into my side (ouch!! )RETURNING THIS!!!	0
Don't waste your money: I ordered this because my apartment doesn't have a light switch in the living room. It worked fine for about a week, then occassionaly would take 3 or 4 clicks to get the light to turn out. Now it will work 1 out of maybe 100 attempts, and only within 6 feet of the outlet. Terrible	0
TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!	1
Not worth the price...: I bought this to slim down my tummy under a bridesmaid dress. First, it smelled horrific and still stunk like rubber after washing. Second, it did almost nothing to slim me down, even though I bought the suggested size. Third, after about a half hour of wearing it, it was absorbing sweat and making me feel clammy and uncomfortable. It was extremely uncomfortable to sit down in, and the boning showed through the relatively thick cotton of the dress. I abandoned it completely and felt much better.	0
not very well written: This book was well reviewed and I was very disappointed. Even if it's written for poor readers, does it have to read like Dick and Jane? Children are young, not simple-minded. Give kids real literature or they won't keep reading, they'll plug in to the media.	0
Not so much: Product is as shown but they didnt have it in stock and it took them almost a month to ship. And then instead of sending next day to compensate they sent it regular mail so it took another week to receive. Not too happy with their customer service.	0
Simply excellent !!! No Comparision: I am a system analyst with IBM background, client server is totally new for me and being a novice in this area I found this book of immense help. The topics have been beautifully explained. HTML, XML, CSS,DHTML are no longer nightmares for me. I must say that from day one itself I started writing HTMLs. This book is simply great for anybody who would like to learn about HTML. I would recommend this books to beginners as well as experts for reference. The book is worth buying. This is worth 5+ star rating.	0
Ur balance is now �500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!	1
Woburn: Forgotten Tales & Untold Stories: I purchased this book hoping to find some history of the town that one of my ancestors Samuel Richardson, helped found. Although there was little mention of people from my direct line, this was an extremely interesting read of the history after the town was founded in 1630. The history and characters are real and the various chapter authors did an excellent job of researching facts and putting them into facinating stories. This book gave me a better understanding of what several generations went through in order to make Woburn what it is today. This would be a great read for anyone interested in the early history of the United States.	0
TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468	1
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M	1
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698	1
You have 1 new voicemail. Please call 08719181513.	1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04	1
"It worked for me..: Thought this was not going to fit because I am a 44"" currently and I only ordered XL.. Like it very much"	0
You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p	1
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+	1
Win the newest ���Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!	1
SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE	1
Wrong item sent.: I got the shippment quickly. But wrong items was sent. I have to return it to the seller. I got the refund pretty quick, but only for the value of product. I spent about &10 for two way shipping without geting anything.	0
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only	1
The Last dissenting Witness: The way Bill Sloan wrote Jean Hill's side of her story of the assassination was in perfect terms. Jean Hill was the closest person to President Kennedy when the shots were fired and she saw where the shots came from and the feds tried to cover everything up. I believe that Jean Hill really knew and saw what happened that day in November. Anyone who would like to find out information about the assassination I believe this is the right book to read and hear what was truly covered up.	0
"I just wanted Jimmy Ponder (too little guitar on this one): I couldn't wait to get this CD,being a guitarist myself. Just give me straight Jimmy Ponder, not horns and other ""jazz types"". I am disappointed. Cuts two and four are the best. They are Jimmy. Too bad I couldn't have listened to cuts first, I would not have bought this CD. Sorry! The cuts of just Jimmy are great though, but too few .... :("	0
Torture: Too tight,wanted to help me get back in shape after my baby, couldn't even close the whole thing!Returned it ASAP	0
"Never more needed than today: Sure, a few of the specific examples cited 60+ years ago are no longer relevant today, but the basic lessons are absolutely and permanently valid and need more than ever to be understood by at least a majority of the voting public.The sad fact is that Americans can go through the entire public school system and ""higher education"" without learning the first thing about economic science (while getting bombarded with self-serving economic propaganda). Thus public gullibility to the fallacies cited by Hazlitt seems no less pervasive now than back then, while the resultant cancerous growth of government economic meddling has only increased.Here's a revolutionary fantasy: Make this book a required study by all high school students. Imagine what that would do for the kinds of politicians who get elected in the future.BTW, you can get the nice hard-cover edition at less cost directly from the Mises Institute."	0
Great idea, poor design: This shape-wear is the best I've had until now regarding easiness to wear and put-on. It does a great job at keeping the post-pregnancy flabby belly under control. However, after about 2 months of daily use, the metal that gives the support is coming out from the fabric. It seems that the metal is rubbing out the fabric and thins it enough to come out. I wish there was a better designed support for this binder. Otherwise, it is awesome - good looking for such lingerie. So, if you buy it, expect 2 months of wearing it without problems...	0
You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+	1
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@�1.50rcvd	1
Frighteningly Prophetic: An easy to understand overview of economics and, when considering the condition we are in today, scary! It explains a great deal about our current economic problems though originally written in the 40's.	0
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm	1
Artistry: I think that the Deodato concerts are very rich, as he used real strings and band musicians, as well as you can appreciate the John Tropea excelent renditions on guitar.	0
Disappointing and thin: I purchased this book expecting very good things. I found the plot very thin and predictable. There was very little suspense. It almost seemed like an abridged version of a book where all the detail leading up was left out. Also there didn't seem to be any character building or background to explain why these individuals would have such singleminded, and on the surface stupid, behaviour.	0
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.	1
FreeMsg>FAV XMAS TONES!Reply REAL	1
WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk	1
Squeem works well: I am pleased with this item. It would be helpful if it were slightly longer for my torso, but everyone is different of course.I wear it a lot and it has held up well. It is rubbery, so a base layer is important or you may break out when your body perspires.	0
Maybe I got a bad one.: My experience: I got this from FM, not Amazon. The DVD player rattled pretty loudly sometimes (but not always) when I put in a DVD. I tried several. The picture quality wasn't all that great and the screen got a horizontal line thru the middle after a short time that would not go away. Plus one of the other reviewers was dead on about the remote - the layout makes no sense at all! Very poor human engineering, IMO. I brought it back to the store for a refund. I saw the same model under the Emerson name for <$400 at WM but was hesitant to buy it.	0
